cancer_type,rank,feature,feature_family,mean_abs_shap,plain_english_meaning
KIRC,11,vaf_max,Variant allele fraction summary,0.12306310364656384,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
KIRC,12,vep_consequence_count__synonymous_variant,VEP consequence composition,0.1115690693938086,Composition of mutation consequence types assigned by VEP.
KIRC,13,vep_polyphen_count__probably_damaging,Predicted functional damage,0.10529713392934355,Composition of predicted protein-damaging versus tolerated variants.
KIRC,14,driver_gene_role_matched_event_log_count__PBRM1,"Exact cancer gene, role-matched event",0.09001100667286664,How many mutations affect PBRM1 in a way consistent with that gene's curated cancer role.
KIRC,15,vep_impact_count__modifier,VEP impact composition,0.07118646977331082,"Composition of VEP impact levels such as high, moderate, low, or modifier."
KIRP,1,driver_gene_functional_event_log_count__TP53,"Exact cancer gene, functional event",0.5514644168596715,How many protein-affecting or high/moderate-impact mutations hit TP53.
KIRP,2,vep_consequence_fraction__frameshift_variant,VEP consequence composition,0.5142159587483911,Composition of mutation consequence types assigned by VEP.
KIRP,3,cancer_hotspot_max_vaf,Cancer hotspot summary,0.39216722605749965,Burden or maximum VAF of mutations at known cancer hotspot residues or exact hotspot variants.
KIRP,4,vep_biotype_fraction__protein_coding,Transcript annotation composition,0.1765235835663043,Transcript-level annotation composition from VEP.
KIRP,5,vep_consequence_count__frameshift_variant,VEP consequence composition,0.16357740216935782,Composition of mutation consequence types assigned by VEP.
KIRP,6,vaf_median,Variant allele fraction summary,0.15241730718142207,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
KIRP,7,vaf_mean,Variant allele fraction summary,0.13436917531693326,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
KIRP,8,vep_consequence_fraction__intron_variant,VEP consequence composition,0.12399525412540242,Composition of mutation consequence types assigned by VEP.
KIRP,9,vep_consequence_fraction__5_prime_utr_variant,VEP consequence composition,0.11649960345930595,Composition of mutation consequence types assigned by VEP.
KIRP,10,driver_evidence_max_vaf_high_or_moderate_impact__source_count_4,External driver-evidence tier,0.11338051925598848,Aggregate burden among genes supported by 4 external driver-evidence source(s).
KIRP,11,vep_impact_fraction__high,VEP impact composition,0.11302536459654221,"Composition of VEP impact levels such as high, moderate, low, or modifier."
KIRP,12,vep_consequence_fraction__splice_region_variant,VEP consequence composition,0.10963088154574507,Composition of mutation consequence types assigned by VEP.
KIRP,13,residual_non_oncokb_positive_role_unique_high_or_moderate_impact_genes_log_count,Non-OncoKB cancer-gene aggregate,0.10211542874254519,Aggregate burden in externally supported cancer genes not covered by the OncoKB role group.
KIRP,14,cancer_hotspot_residue_log_count,Cancer hotspot summary,0.09858399320393801,Burden or maximum VAF of mutations at known cancer hotspot residues or exact hotspot variants.
KIRP,15,vep_impact_fraction__modifier,VEP impact composition,0.09772157465335113,"Composition of VEP impact levels such as high, moderate, low, or modifier."
LGG,1,driver_gene_role_matched_event_log_count__IDH1,"Exact cancer gene, role-matched event",0.8743054290488362,How many mutations affect IDH1 in a way consistent with that gene's curated cancer role.
LGG,2,vep_consequence_count__3_prime_utr_variant,VEP consequence composition,0.37903527891263367,Composition of mutation consequence types assigned by VEP.
LGG,3,residual_non_oncokb_positive_role_vep_high_or_moderate_impact_log_count,Non-OncoKB cancer-gene aggregate,0.292768176170066,Aggregate burden in externally supported cancer genes not covered by the OncoKB role group.
LGG,4,driver_gene_functional_event_log_count__IDH1,"Exact cancer gene, functional event",0.25078489383216945,How many protein-affecting or high/moderate-impact mutations hit IDH1.
LGG,5,vep_impact_count__modifier,VEP impact composition,0.20807508607089403,"Composition of VEP impact levels such as high, moderate, low, or modifier."
LGG,6,vep_consequence_fraction__5_prime_utr_variant,VEP consequence composition,0.17045702516916209,Composition of mutation consequence types assigned by VEP.
LGG,7,vep_sift_count__tolerated_low_confidence,Predicted functional damage,0.13475336768995475,Composition of predicted protein-damaging versus tolerated variants.
LGG,8,vep_polyphen_count__unknown,Predicted functional damage,0.11366542033589212,Composition of predicted protein-damaging versus tolerated variants.
LGG,9,driver_gene_role_matched_event_log_count__EGFR,"Exact cancer gene, role-matched event",0.10051817602245137,How many mutations affect EGFR in a way consistent with that gene's curated cancer role.
LGG,10,driver_gene_functional_event_log_count__CIC,"Exact cancer gene, functional event",0.09781534825684503,How many protein-affecting or high/moderate-impact mutations hit CIC.
LGG,11,vep_biotype_count__protein_coding,Transcript annotation composition,0.09429169800547242,Transcript-level annotation composition from VEP.
LGG,12,vep_polyphen_count__probably_damaging,Predicted functional damage,0.0905335856632155,Composition of predicted protein-damaging versus tolerated variants.
LGG,13,vaf_q90,Variant allele fraction summary,0.08471303871607233,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
LGG,14,residual_non_oncokb_positive_role_vep_high_impact_log_count,Non-OncoKB cancer-gene aggregate,0.08158689378153212,Aggregate burden in externally supported cancer genes not covered by the OncoKB role group.
LGG,15,vep_sift_fraction__tolerated_low_confidence,Predicted functional damage,0.07990488995317718,Composition of predicted protein-damaging versus tolerated variants.
LIHC,1,vep_impact_fraction__modifier,VEP impact composition,0.6175339181678282,"Composition of VEP impact levels such as high, moderate, low, or modifier."
LIHC,2,vep_consequence_fraction__3_prime_utr_variant,VEP consequence composition,0.32417987351207556,Composition of mutation consequence types assigned by VEP.
LIHC,3,vep_consequence_fraction__5_prime_utr_variant,VEP consequence composition,0.19932143144898873,Composition of mutation consequence types assigned by VEP.
LIHC,4,driver_gene_functional_event_log_count__CTNNB1,"Exact cancer gene, functional event",0.18769437222275884,How many protein-affecting or high/moderate-impact mutations hit CTNNB1.
LIHC,5,vep_biotype_fraction__protein_coding,Transcript annotation composition,0.18625617736786806,Transcript-level annotation composition from VEP.
LIHC,6,cancer_hotspot_max_vaf,Cancer hotspot summary,0.1637552807619795,Burden or maximum VAF of mutations at known cancer hotspot residues or exact hotspot variants.
LIHC,7,vep_consequence_fraction__frameshift_variant,VEP consequence composition,0.1589410119731474,Composition of mutation consequence types assigned by VEP.
LIHC,8,vep_consequence_fraction__splice_acceptor_variant,VEP consequence composition,0.11440322540553098,Composition of mutation consequence types assigned by VEP.
LIHC,9,vaf_median,Variant allele fraction summary,0.10813020996800332,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
LIHC,10,vep_sift_fraction__deleterious_low_confidence,Predicted functional damage,0.10251412922691089,Composition of predicted protein-damaging versus tolerated variants.
LIHC,11,vep_consequence_fraction__upstream_gene_variant,VEP consequence composition,0.09026252776952788,Composition of mutation consequence types assigned by VEP.
LIHC,12,vep_consequence_fraction__non_coding_transcript_exon_variant,VEP consequence composition,0.08888768827701825,Composition of mutation consequence types assigned by VEP.
LIHC,13,residual_non_oncokb_positive_role_unique_high_or_moderate_impact_genes_log_count,Non-OncoKB cancer-gene aggregate,0.08619747444186941,Aggregate burden in externally supported cancer genes not covered by the OncoKB role group.
LIHC,14,vep_consequence_fraction__stop_gained,VEP consequence composition,0.08376493948846474,Composition of mutation consequence types assigned by VEP.
LIHC,15,vep_consequence_fraction__splice_donor_variant,VEP consequence composition,0.08294286492702668,Composition of mutation consequence types assigned by VEP.
LUAD,1,vep_consequence_fraction__3_prime_utr_variant,VEP consequence composition,0.370849780569406,Composition of mutation consequence types assigned by VEP.
LUAD,2,vep_impact_fraction__modifier,VEP impact composition,0.17403769756092516,"Composition of VEP impact levels such as high, moderate, low, or modifier."
LUAD,3,driver_gene_role_matched_event_log_count__KRAS,"Exact cancer gene, role-matched event",0.16370539518509758,How many mutations affect KRAS in a way consistent with that gene's curated cancer role.
LUAD,4,vaf_mean,Variant allele fraction summary,0.16176129965238942,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
LUAD,5,vep_consequence_fraction__stop_gained,VEP consequence composition,0.14908600344555453,Composition of mutation consequence types assigned by VEP.
LUAD,6,vep_biotype_fraction__protein_coding,Transcript annotation composition,0.14574980151061026,Transcript-level annotation composition from VEP.
LUAD,7,vep_sift_fraction__deleterious,Predicted functional damage,0.14393353409428528,Composition of predicted protein-damaging versus tolerated variants.
LUAD,8,driver_gene_functional_event_log_count__KEAP1,"Exact cancer gene, functional event",0.12569855319452472,How many protein-affecting or high/moderate-impact mutations hit KEAP1.
LUAD,9,vaf_median,Variant allele fraction summary,0.12364918736115214,A sample-level summary of tumor variant allele fractions; useful but should be checked as a purity/proxy sensitivity.
LUAD,10,vep_consequence_count__stop_gained,VEP consequence composition,0.09432977713273431,Composition of mutation consequence types assigned by VEP.
LUAD,11,driver_gene_functional_event_log_count__EGFR,"Exact cancer gene, functional event",0.08765556062338874,How many protein-affecting or high/moderate-impact mutations hit EGFR.
LUAD,12,driver_evidence_max_vaf_high_or_moderate_impact__source_count_4,External driver-evidence tier,0.08404045591203613,Aggregate burden among genes supported by 4 external driver-evidence source(s).
LUAD,13,driver_gene_role_matched_event_log_count__EGFR,"Exact cancer gene, role-matched event",0.08387163107283413,How many mutations affect EGFR in a way consistent with that gene's curated cancer role.
LUAD,14,driver_gene_functional_event_log_count__PIK3CA,"Exact cancer gene, functional event",0.08307104096515104,How many protein-affecting or high/moderate-impact mutations hit PIK3CA.
LUAD,15,vep_sift_fraction__deleterious_low_confidence,Predicted functional damage,0.07999704557652876,Composition of predicted protein-damaging versus tolerated variants.
LUSC,1,residual_non_oncokb_positive_role_unique_high_or_moderate_impact_genes_log_count,Non-OncoKB cancer-gene aggregate,0.4030577772160905,Aggregate burden in externally supported cancer genes not covered by the OncoKB role group.
LUSC,2,driver_gene_functional_event_log_count__TP53,"Exact cancer gene, functional event",0.26254696847405284,How many protein-affecting or high/moderate-impact mutations hit TP53.
LUSC,3,vep_consequence_fraction__3_prime_utr_variant,VEP consequence composition,0.22836658801301382,Composition of mutation consequence types assigned by VEP.
LUSC,4,residual_non_oncokb_positive_role_vep_high_or_moderate_impact_log_count,Non-OncoKB cancer-gene aggregate,0.20054433089520898,Aggregate burden in externally supported cancer genes not covered by the OncoKB role group.
LUSC,5,vep_impact_fraction__modifier,VEP impact composition,0.17625574595393118,"Composition of VEP impact levels such as high, moderate, low, or modifier."
LUSC,6,vep_sift_fraction__unknown,Predicted functional damage,0.1747744956200586,Composition of predicted protein-damaging versus tolerated variants.
LUSC,7,vep_consequence_fraction__missense_variant,VEP consequence composition,0.14939010505524494,Composition of mutation consequence types assigned by VEP.
LUSC,8,vep_biotype_count__other,Transcript annotation composition,0.1489281066309195,Transcript-level annotation composition from VEP.
LUSC,9,vep_biotype_fraction__protein_coding,Transcript annotation composition,0.1375685386011901,Transcript-level annotation composition from VEP.
LUSC,10,vep_biotype_fraction__other,Transcript annotation composition,0.11940804346424556,Transcript-level annotation composition from VEP.
LUSC,11,residual_non_oncokb_positive_role_vep_high_impact_log_count,Non-OncoKB cancer-gene aggregate,0.1131841461051954,Aggregate burden in externally supported cancer genes not covered by the OncoKB role group.
LUSC,12,driver_gene_functional_event_log_count__NFE2L2,"Exact cancer gene, functional event",0.10362383450963535,How many protein-affecting or high/moderate-impact mutations hit NFE2L2.
LUSC,13,vep_impact_count__moderate,VEP impact composition,0.09983018750830525,"Composition of VEP impact levels such as high, moderate, low, or modifier."
