benchmark,endpoint,task,representation,learner,metric,score,auroc,macro_auroc,micro_auroc,c_index,auprc,balanced_accuracy,accuracy,macro_f1,cohen_kappa,top3_accuracy,top5_accuracy,mae,r2,n_samples,n_classes,n_features,n_folds,folds,repeats,oof_aggregate,primary_metric_scope,split_strategy,tuning,linear_solver,xgb_tree_method,experiment_id,model_family,cache_key,oof_prediction_file,fold_metrics_file,optuna_trials_completed,run_id,status,atlas_status_note,runtime_seconds,selected_feature_count_min,selected_feature_count_median,selected_feature_count_max,selected_feature_sets,candidate_feature_set_count,candidate_feature_sets,feature_selection
mc3_main,HRD_TAI,regression,standard_sbs96_id83,linear,spearman,0.5103967674025632,,,,,,,,,,,,5.430350488559416,0.2237414666100787,772,35,182,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,elastic_net_coordinate_descent_nested_v1,,main_manuscript_complete_panel,elastic_net,main_complete_panel_mc3_standard_features_8cb3c8c73eb9a71f2bf3c228,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,MC3 cached SBS96+ID83 signature matrix,2.248,,,,,,,
mc3_main,HRD_TAI,regression,standard_sbs96_id83,xgboost,spearman,0.6736801104276919,,,,,,,,,,,,4.06089333456415,0.5165975424858225,772,35,182,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,,gpu_hist,main_manuscript_complete_panel,XGBoost,main_complete_panel_mc3_standard_features_8cb3c8c73eb9a71f2bf3c228,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,MC3 cached SBS96+ID83 signature matrix,9.111,,,,,,,
mc3_main,HRD_TAI,regression,MAF_stack_only,linear,spearman,0.7210177337489356,,,,,,,,,,,,4.305872297059397,0.4583670531653359,772,35,948,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,elastic_net_coordinate_descent_nested_v1,,main_manuscript_complete_panel,elastic_net,main_complete_panel_mc3_maf_stack_bio_v4_nested_fs_15d698606a129584e3f82812,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,"MC3/HRD maf_stack_bio_v4_nested_fs; Bio MAF v4 with fixed external resources and nested inner-loop feature-block selection ({""v4_compact_biology_only"": 121, ""v4_compact_plus_driver_evidence_tiers"": 137, ""v4_compact_plus_exact_driver_genes"": 923, ""v4_compact_plus_hotspot_summary"": 125, ""v4_full_core"": 943, ""v4_full_core_plus_optional_controls"": 948})",101.527,923.0,923.0,943.0,v4_compact_plus_exact_driver_genes;v4_full_core,6.0,v4_compact_biology_only;v4_compact_plus_driver_evidence_tiers;v4_compact_plus_exact_driver_genes;v4_compact_plus_hotspot_summary;v4_full_core;v4_full_core_plus_optional_controls,inner_validation_selects_predeclared_bio_v4_feature_block_with_model_hyperparameters
mc3_main,HRD_TAI,regression,MAF_stack_only,xgboost,spearman,0.7534768002381779,,,,,,,,,,,,3.7600758088067407,0.5752028237272699,772,35,948,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,,,main_manuscript_complete_panel,XGBoost,main_complete_panel_mc3_maf_stack_bio_v4_nested_fs_15d698606a129584e3f82812,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,"MC3/HRD maf_stack_bio_v4_nested_fs; Bio MAF v4 with fixed external resources and nested inner-loop feature-block selection ({""v4_compact_biology_only"": 121, ""v4_compact_plus_driver_evidence_tiers"": 137, ""v4_compact_plus_exact_driver_genes"": 923, ""v4_compact_plus_hotspot_summary"": 125, ""v4_full_core"": 943, ""v4_full_core_plus_optional_controls"": 948})",77.327,923.0,923.0,948.0,v4_compact_plus_exact_driver_genes;v4_full_core;v4_full_core_plus_optional_controls,6.0,v4_compact_biology_only;v4_compact_plus_driver_evidence_tiers;v4_compact_plus_exact_driver_genes;v4_compact_plus_hotspot_summary;v4_full_core;v4_full_core_plus_optional_controls,inner_validation_selects_predeclared_bio_v4_feature_block_with_model_hyperparameters
mc3_main,HRD_TAI,regression,signatures_plus_MAF_stack,linear,spearman,0.7403228396951721,,,,,,,,,,,,4.122283799419866,0.5289882110434112,772,35,1130,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,elastic_net_coordinate_descent_nested_v1,,main_manuscript_complete_panel,elastic_net,main_complete_panel_mc3_signatures_plus_maf_stack_bio_v4_nested_fs_ac11587791bbbd40db3991bb,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,"MC3/HRD signatures_plus_maf_stack_bio_v4_nested_fs; Bio MAF v4 with fixed external resources and nested inner-loop feature-block selection ({""signatures_only"": 182, ""signatures_plus_v4_compact_biology_only"": 303, ""signatures_plus_v4_compact_plus_driver_evidence_tiers"": 319, ""signatures_plus_v4_compact_plus_exact_driver_genes"": 1105, ""signatures_plus_v4_compact_plus_hotspot_summary"": 307, ""signatures_plus_v4_full_core"": 1125, ""signatures_plus_v4_full_core_plus_optional_controls"": 1130})",175.681,1105.0,1105.0,1130.0,signatures_plus_v4_compact_plus_exact_driver_genes;signatures_plus_v4_full_core_plus_optional_controls,7.0,signatures_only;signatures_plus_v4_compact_biology_only;signatures_plus_v4_compact_plus_driver_evidence_tiers;signatures_plus_v4_compact_plus_exact_driver_genes;signatures_plus_v4_compact_plus_hotspot_summary;signatures_plus_v4_full_core;signatures_plus_v4_full_core_plus_optional_controls,inner_validation_selects_predeclared_bio_v4_feature_block_with_model_hyperparameters
mc3_main,HRD_TAI,regression,signatures_plus_MAF_stack,xgboost,spearman,0.7724098205069754,,,,,,,,,,,,3.54565421364468,0.6318971639715809,772,35,1130,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,,,main_manuscript_complete_panel,XGBoost,main_complete_panel_mc3_signatures_plus_maf_stack_bio_v4_nested_fs_ac11587791bbbd40db3991bb,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,"MC3/HRD signatures_plus_maf_stack_bio_v4_nested_fs; Bio MAF v4 with fixed external resources and nested inner-loop feature-block selection ({""signatures_only"": 182, ""signatures_plus_v4_compact_biology_only"": 303, ""signatures_plus_v4_compact_plus_driver_evidence_tiers"": 319, ""signatures_plus_v4_compact_plus_exact_driver_genes"": 1105, ""signatures_plus_v4_compact_plus_hotspot_summary"": 307, ""signatures_plus_v4_full_core"": 1125, ""signatures_plus_v4_full_core_plus_optional_controls"": 1130})",162.147,1105.0,1105.0,1130.0,signatures_plus_v4_compact_plus_exact_driver_genes;signatures_plus_v4_full_core;signatures_plus_v4_full_core_plus_optional_controls,7.0,signatures_only;signatures_plus_v4_compact_biology_only;signatures_plus_v4_compact_plus_driver_evidence_tiers;signatures_plus_v4_compact_plus_exact_driver_genes;signatures_plus_v4_compact_plus_hotspot_summary;signatures_plus_v4_full_core;signatures_plus_v4_full_core_plus_optional_controls,inner_validation_selects_predeclared_bio_v4_feature_block_with_model_hyperparameters
mc3_main,HRD_LST,regression,burden_only,linear,spearman,0.4793070007262537,,,,,,,,,,,,5.894103735169507,0.1256353233395654,772,36,3,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,elastic_net_coordinate_descent_nested_v1,,main_manuscript_complete_panel,elastic_net,main_complete_panel_mc3_standard_features_8cb3c8c73eb9a71f2bf3c228,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,MC3 cached burden-only matrix,0.428,,,,,,,
mc3_main,HRD_LST,regression,burden_only,xgboost,spearman,0.5955384899605607,,,,,,,,,,,,4.811633056309557,0.4052818547257263,772,36,3,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,,gpu_hist,main_manuscript_complete_panel,XGBoost,main_complete_panel_mc3_standard_features_8cb3c8c73eb9a71f2bf3c228,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,MC3 cached burden-only matrix,1.369,,,,,,,
mc3_main,HRD_LST,regression,standard_sbs96_id83,linear,spearman,0.4960726483938343,,,,,,,,,,,,5.344875342883957,0.2890751773448082,772,36,182,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,elastic_net_coordinate_descent_nested_v1,,main_manuscript_complete_panel,elastic_net,main_complete_panel_mc3_standard_features_8cb3c8c73eb9a71f2bf3c228,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,MC3 cached SBS96+ID83 signature matrix,2.484,,,,,,,
mc3_main,HRD_LST,regression,standard_sbs96_id83,xgboost,spearman,0.6785948122880927,,,,,,,,,,,,3.9385798790448687,0.6109098993313743,772,36,182,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,,gpu_hist,main_manuscript_complete_panel,XGBoost,main_complete_panel_mc3_standard_features_8cb3c8c73eb9a71f2bf3c228,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,MC3 cached SBS96+ID83 signature matrix,10.338,,,,,,,
mc3_main,HRD_LST,regression,MAF_stack_only,linear,spearman,0.6343911993371074,,,,,,,,,,,,4.879863327588989,0.3655656454386661,772,36,948,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,elastic_net_coordinate_descent_nested_v1,,main_manuscript_complete_panel,elastic_net,main_complete_panel_mc3_maf_stack_bio_v4_nested_fs_15d698606a129584e3f82812,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,"MC3/HRD maf_stack_bio_v4_nested_fs; Bio MAF v4 with fixed external resources and nested inner-loop feature-block selection ({""v4_compact_biology_only"": 121, ""v4_compact_plus_driver_evidence_tiers"": 137, ""v4_compact_plus_exact_driver_genes"": 923, ""v4_compact_plus_hotspot_summary"": 125, ""v4_full_core"": 943, ""v4_full_core_plus_optional_controls"": 948})",108.012,121.0,923.0,948.0,v4_compact_biology_only;v4_compact_plus_exact_driver_genes;v4_full_core_plus_optional_controls,6.0,v4_compact_biology_only;v4_compact_plus_driver_evidence_tiers;v4_compact_plus_exact_driver_genes;v4_compact_plus_hotspot_summary;v4_full_core;v4_full_core_plus_optional_controls,inner_validation_selects_predeclared_bio_v4_feature_block_with_model_hyperparameters
mc3_main,HRD_LST,regression,MAF_stack_only,xgboost,spearman,0.6927054291105611,,,,,,,,,,,,4.285043544768129,0.5169760098797248,772,36,948,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,,,main_manuscript_complete_panel,XGBoost,main_complete_panel_mc3_maf_stack_bio_v4_nested_fs_15d698606a129584e3f82812,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,"MC3/HRD maf_stack_bio_v4_nested_fs; Bio MAF v4 with fixed external resources and nested inner-loop feature-block selection ({""v4_compact_biology_only"": 121, ""v4_compact_plus_driver_evidence_tiers"": 137, ""v4_compact_plus_exact_driver_genes"": 923, ""v4_compact_plus_hotspot_summary"": 125, ""v4_full_core"": 943, ""v4_full_core_plus_optional_controls"": 948})",75.455,923.0,948.0,948.0,v4_compact_plus_exact_driver_genes;v4_full_core_plus_optional_controls,6.0,v4_compact_biology_only;v4_compact_plus_driver_evidence_tiers;v4_compact_plus_exact_driver_genes;v4_compact_plus_hotspot_summary;v4_full_core;v4_full_core_plus_optional_controls,inner_validation_selects_predeclared_bio_v4_feature_block_with_model_hyperparameters
mc3_main,HRD_LST,regression,signatures_plus_MAF_stack,linear,spearman,0.6809101192237277,,,,,,,,,,,,4.544337585401546,0.4684918446991556,772,36,1130,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,elastic_net_coordinate_descent_nested_v1,,main_manuscript_complete_panel,elastic_net,main_complete_panel_mc3_signatures_plus_maf_stack_bio_v4_nested_fs_ac11587791bbbd40db3991bb,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,"MC3/HRD signatures_plus_maf_stack_bio_v4_nested_fs; Bio MAF v4 with fixed external resources and nested inner-loop feature-block selection ({""signatures_only"": 182, ""signatures_plus_v4_compact_biology_only"": 303, ""signatures_plus_v4_compact_plus_driver_evidence_tiers"": 319, ""signatures_plus_v4_compact_plus_exact_driver_genes"": 1105, ""signatures_plus_v4_compact_plus_hotspot_summary"": 307, ""signatures_plus_v4_full_core"": 1125, ""signatures_plus_v4_full_core_plus_optional_controls"": 1130})",178.163,1105.0,1105.0,1125.0,signatures_plus_v4_compact_plus_exact_driver_genes;signatures_plus_v4_full_core,7.0,signatures_only;signatures_plus_v4_compact_biology_only;signatures_plus_v4_compact_plus_driver_evidence_tiers;signatures_plus_v4_compact_plus_exact_driver_genes;signatures_plus_v4_compact_plus_hotspot_summary;signatures_plus_v4_full_core;signatures_plus_v4_full_core_plus_optional_controls,inner_validation_selects_predeclared_bio_v4_feature_block_with_model_hyperparameters
mc3_main,HRD_LST,regression,signatures_plus_MAF_stack,xgboost,spearman,0.7134547795843649,,,,,,,,,,,,3.8766000150398887,0.6109429357758553,772,36,1130,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,,,main_manuscript_complete_panel,XGBoost,main_complete_panel_mc3_signatures_plus_maf_stack_bio_v4_nested_fs_ac11587791bbbd40db3991bb,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,"MC3/HRD signatures_plus_maf_stack_bio_v4_nested_fs; Bio MAF v4 with fixed external resources and nested inner-loop feature-block selection ({""signatures_only"": 182, ""signatures_plus_v4_compact_biology_only"": 303, ""signatures_plus_v4_compact_plus_driver_evidence_tiers"": 319, ""signatures_plus_v4_compact_plus_exact_driver_genes"": 1105, ""signatures_plus_v4_compact_plus_hotspot_summary"": 307, ""signatures_plus_v4_full_core"": 1125, ""signatures_plus_v4_full_core_plus_optional_controls"": 1130})",164.501,1105.0,1130.0,1130.0,signatures_plus_v4_compact_plus_exact_driver_genes;signatures_plus_v4_full_core;signatures_plus_v4_full_core_plus_optional_controls,7.0,signatures_only;signatures_plus_v4_compact_biology_only;signatures_plus_v4_compact_plus_driver_evidence_tiers;signatures_plus_v4_compact_plus_exact_driver_genes;signatures_plus_v4_compact_plus_hotspot_summary;signatures_plus_v4_full_core;signatures_plus_v4_full_core_plus_optional_controls,inner_validation_selects_predeclared_bio_v4_feature_block_with_model_hyperparameters
mc3_main,HRD_LOH,regression,burden_only,linear,spearman,0.4501112330357229,,,,,,,,,,,,3.986483020260624,0.1322678906729681,772,28,3,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,elastic_net_coordinate_descent_nested_v1,,main_manuscript_complete_panel,elastic_net,main_complete_panel_mc3_standard_features_8cb3c8c73eb9a71f2bf3c228,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,MC3 cached burden-only matrix,0.425,,,,,,,
mc3_main,HRD_LOH,regression,burden_only,xgboost,spearman,0.5123422943963906,,,,,,,,,,,,3.590640789641,0.2790454589775737,772,28,3,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,,gpu_hist,main_manuscript_complete_panel,XGBoost,main_complete_panel_mc3_standard_features_8cb3c8c73eb9a71f2bf3c228,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,MC3 cached burden-only matrix,1.307,,,,,,,
mc3_main,HRD_LOH,regression,standard_sbs96_id83,linear,spearman,0.4064193031012489,,,,,,,,,,,,4.006608856419682,0.1188950366482275,772,28,182,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,elastic_net_coordinate_descent_nested_v1,,main_manuscript_complete_panel,elastic_net,main_complete_panel_mc3_standard_features_8cb3c8c73eb9a71f2bf3c228,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,MC3 cached SBS96+ID83 signature matrix,2.058,,,,,,,
mc3_main,HRD_LOH,regression,standard_sbs96_id83,xgboost,spearman,0.5864354939631409,,,,,,,,,,,,3.2230402450487405,0.4418316980141425,772,28,182,5,5,1,True,pooled_global_oof,5 outer KFold; inner validation split,outer_train_inner_validation_randomized_search,,gpu_hist,main_manuscript_complete_panel,XGBoost,main_complete_panel_mc3_standard_features_8cb3c8c73eb9a71f2bf3c228,main_manuscript_complete_panel_oof_predictions.csv,main_manuscript_complete_panel_fold_metrics.csv,0,20260815T164541Z,measured,MC3 cached SBS96+ID83 signature matrix,9.246,,,,,,,
